,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
794,PG10717,The Extant Odes of Pindar: Translated with Introduction and Short Notes by Ernest Myers,Pindar,-522.0,-446.0,['en'],140,"'Laudatory poetry, Greek -- Translations into English', 'Games -- Greece -- Poetry', 'Mythology, Greek -- Poetry', 'Athletics -- Greece -- Poetry', 'Olympic games (Ancient) -- Poetry', 'Pindar -- Translations into English'",Text,'Games -- Greece -- Poetry'
794,PG10717,The Extant Odes of Pindar: Translated with Introduction and Short Notes by Ernest Myers,Pindar,-522.0,-446.0,['en'],140,"'Laudatory poetry, Greek -- Translations into English', 'Games -- Greece -- Poetry', 'Mythology, Greek -- Poetry', 'Athletics -- Greece -- Poetry', 'Olympic games (Ancient) -- Poetry', 'Pindar -- Translations into English'",Text,Greek -- Poetry'
794,PG10717,The Extant Odes of Pindar: Translated with Introduction and Short Notes by Ernest Myers,Pindar,-522.0,-446.0,['en'],140,"'Laudatory poetry, Greek -- Translations into English', 'Games -- Greece -- Poetry', 'Mythology, Greek -- Poetry', 'Athletics -- Greece -- Poetry', 'Olympic games (Ancient) -- Poetry', 'Pindar -- Translations into English'",Text,'Athletics -- Greece -- Poetry'
794,PG10717,The Extant Odes of Pindar: Translated with Introduction and Short Notes by Ernest Myers,Pindar,-522.0,-446.0,['en'],140,"'Laudatory poetry, Greek -- Translations into English', 'Games -- Greece -- Poetry', 'Mythology, Greek -- Poetry', 'Athletics -- Greece -- Poetry', 'Olympic games (Ancient) -- Poetry', 'Pindar -- Translations into English'",Text,'Olympic games (Ancient) -- Poetry'
827,PG10749,The Circus Procession,Unknown,,,['en'],77,"'Circus -- Juvenile poetry', 'Animals -- Juvenile poetry', 'Picture books for children'",Text,'Circus -- Juvenile poetry'
827,PG10749,The Circus Procession,Unknown,,,['en'],77,"'Circus -- Juvenile poetry', 'Animals -- Juvenile poetry', 'Picture books for children'",Text,'Animals -- Juvenile poetry'
829,PG10750,"The Miracle, and Other Poems","Sheard, Virna",1865.0,1943.0,['en'],31,'Canadian poetry',Text,'Canadian poetry'
833,PG10754,Little Sarah,Unknown,,,['en'],24,"'Wit and humor, Juvenile', 'Nonsense verses, American', 'Grandmothers -- Juvenile poetry'",Text,'Grandmothers -- Juvenile poetry'
843,PG10763,It Can Be Done: Poems of Inspiration,,,,['en'],93,"'English poetry', 'American poetry'",Text,'English poetry'
843,PG10763,It Can Be Done: Poems of Inspiration,,,,['en'],93,"'English poetry', 'American poetry'",Text,'American poetry'
879,PG10796,The Story of the Two Bulls,"Bolles, John R. (John Rogers)",1810.0,1895.0,['en'],49,"'Wit and humor, Juvenile', 'Bulls -- Juvenile poetry', ""Children's poetry""",Text,'Bulls -- Juvenile poetry'
879,PG10796,The Story of the Two Bulls,"Bolles, John R. (John Rogers)",1810.0,1895.0,['en'],49,"'Wit and humor, Juvenile', 'Bulls -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
923,PG10835,"Dr. Johnson's Works: Life, Poems, and Tales, Volume 1: The Works of Samuel Johnson, LL.D., in Nine Volumes","Johnson, Samuel",1709.0,1784.0,['en'],23,"'Fiction', 'Johnson, Samuel, 1709-1784', 'Poetry', 'Johnson, Samuel, 1709-1784. Correspondence'",Text,'Poetry'
927,PG10839,Sugar and Spice: Comical Tales Comically Dressed,"Johnson, James",,,['en'],14,"'Wit and humor, Juvenile', 'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", 'Conduct of life -- Juvenile fiction', ""Children's poetry""",Text,"""Children's poetry"""
943,PG10853,Our Gift,Teachers of the School Street Universalist Sunday School. Boston,,,['en'],14,"'Christian life -- Juvenile literature', ""Children's poetry"", ""Children's stories"", 'Gift books'",Text,"""Children's poetry"""
978,PG10885,"Stories from the Italian Poets: with Lives of the Writers, Volume 1","Hunt, Leigh",1784.0,1859.0,['en'],41,"'Italian poetry -- Translations into English', 'Poets, Italian -- Biography'",Text,'Italian poetry -- Translations into English'
1007,PG10910,"Robert Louis Stevenson, an Elegy; and Other Poems","Le Gallienne, Richard",1866.0,1947.0,['en'],17,"'Authors -- Poetry', 'English poetry -- 19th century', 'Stevenson, Robert Louis, 1850-1894 -- Poetry'",Text,'Authors -- Poetry'
1007,PG10910,"Robert Louis Stevenson, an Elegy; and Other Poems","Le Gallienne, Richard",1866.0,1947.0,['en'],17,"'Authors -- Poetry', 'English poetry -- 19th century', 'Stevenson, Robert Louis, 1850-1894 -- Poetry'",Text,'English poetry -- 19th century'
1007,PG10910,"Robert Louis Stevenson, an Elegy; and Other Poems","Le Gallienne, Richard",1866.0,1947.0,['en'],17,"'Authors -- Poetry', 'English poetry -- 19th century', 'Stevenson, Robert Louis, 1850-1894 -- Poetry'",Text,1850-1894 -- Poetry'
1009,PG10912,The Infant's Delight: Poetry,Anonymous,,,['en'],41,"""Children's poetry""",Text,"""Children's poetry"""
1010,PG10913,English Poems,"Le Gallienne, Richard",1866.0,1947.0,['en'],20,'English poetry -- 19th century',Text,'English poetry -- 19th century'
1030,PG10931,"The Lullaby, with Original Engravings","Bolles, John R. (John Rogers)",1810.0,1895.0,['en'],8,'Poetry',Text,'Poetry'
1041,PG10941,Jumalainen näytelmä: Helvetti,Dante Alighieri,1265.0,1321.0,['fi'],136,'Hell -- Poetry',Text,'Hell -- Poetry'
1045,PG10945,Lays of the Scottish Cavaliers and Other Poems,"Aytoun, William Edmondstoune",1813.0,1865.0,['en'],32,'Scotland -- History -- Poetry',Text,'Scotland -- History -- Poetry'
1067,PG10965,"The World Turned Upside Down: Or, No News, and Strange News",Anonymous,,,['en'],74,"""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
1078,PG10975,Vitaulium: Hofwyck en Spaansche Wijsheit,"Huygens, Constantijn",1596.0,1687.0,['nl'],19,"'Huygens, Constantijn, 1596-1687 -- Homes and haunts -- Netherlands -- Voorburg -- Poetry', 'Poets, Dutch -- Homes and haunts -- Netherlands -- Voorburg -- Poetry'",Text,1596-1687 -- Homes and haunts -- Netherlands -- Voorburg -- Poetry'
1078,PG10975,Vitaulium: Hofwyck en Spaansche Wijsheit,"Huygens, Constantijn",1596.0,1687.0,['nl'],19,"'Huygens, Constantijn, 1596-1687 -- Homes and haunts -- Netherlands -- Voorburg -- Poetry', 'Poets, Dutch -- Homes and haunts -- Netherlands -- Voorburg -- Poetry'",Text,Dutch -- Homes and haunts -- Netherlands -- Voorburg -- Poetry'
1082,PG10979,"Footsteps on the Road to Learning; Or, The Alphabet in Rhyme",Anonymous,,,['en'],36,"""Children's poetry"", 'Alphabet rhymes', 'Readers (Elementary)'",Text,"""Children's poetry"""
1099,PG10994,The Good Resolution,,,,['en'],16,"'Sunday school literature', 'Conduct of life -- Juvenile fiction', ""Children's poetry""",Text,"""Children's poetry"""
1106,PG109,"Renascence, and Other Poems","Millay, Edna St. Vincent",1892.0,1950.0,['en'],113,'American poetry',Text,'American poetry'
1108,PG11000,An Old Babylonian Version of the Gilgamesh Epic,"Clay, Albert Tobias",1866.0,1925.0,['en'],616,"'Epic poetry, Assyro-Babylonian'",Text,'Epic poetry
1114,PG11006,The Book with the Yellow Cover,"Wetterau, John Moncure",,,['en'],14,'Poetry',Text,'Poetry'
1123,PG11014,Christmas in Legend and Story: A Book for Boys and Girls,"Smith, Elva Sophronia",1871.0,1965.0,['en'],34,"'Christmas -- Poetry', 'Christmas', ""Children's stories"", 'Christmas stories'",Text,'Christmas -- Poetry'
1133,PG11023,"Gems of Poetry, for Girls and Boys",Unknown,,,['en'],73,"""Children's poetry, American""",Text,"""Children's poetry"
1167,PG11054,"Poems (1786), Volume I.","Williams, Helen Maria",1762.0,1827.0,['en'],22,'English poetry -- 18th century',Text,'English poetry -- 18th century'
1172,PG11059,The Sylphs of the Season with Other Poems,"Allston, Washington",1779.0,1843.0,['en'],18,'American poetry',Text,'American poetry'
1173,PG1105,The Sonnets,"Shakespeare, William",1564.0,1616.0,['en'],130,"'English poetry', 'Sonnets, English'",Text,'English poetry'
1178,PG11064,"Andromeda, and Other Poems","Kingsley, Charles",1819.0,1875.0,['en'],54,'English poetry -- 19th century',Text,'English poetry -- 19th century'
1187,PG11072,Jumalainen näytelmä: Kiirastuli,Dante Alighieri,1265.0,1321.0,['fi'],32,'Poetry',Text,'Poetry'
1188,PG11073,The Illustrated Alphabet of Birds,Unknown,,,['en'],65,"""Children's poetry"", 'Birds -- Juvenile poetry', 'Alphabet books'",Text,"""Children's poetry"""
1188,PG11073,The Illustrated Alphabet of Birds,Unknown,,,['en'],65,"""Children's poetry"", 'Birds -- Juvenile poetry', 'Alphabet books'",Text,'Birds -- Juvenile poetry'
