,Poem Title,Stanza
2030,FROM THE OTHER SIDE OF THE WORLD,"While you are far away, "
2031,FROM THE OTHER SIDE OF THE WORLD,"There comes no dawn, nor change of light, "
2032,FROM THE OTHER SIDE OF THE WORLD,Nor any hope in day. 
2033,FROM THE OTHER SIDE OF THE WORLD,With you it nears the hour of sleep; 
2034,FROM THE OTHER SIDE OF THE WORLD,"With me 'tis time to pray, "
2035,FROM THE OTHER SIDE OF THE WORLD,That God may guide you o'er His deep 
2036,FROM THE OTHER SIDE OF THE WORLD,Back from the Far-Away; 
2037,FROM THE OTHER SIDE OF THE WORLD,"Home from the Far-Away, dear lad, "
2038,FROM THE OTHER SIDE OF THE WORLD,"Back from the Far-Away, "
2039,FROM THE OTHER SIDE OF THE WORLD,"That God may drift you home in sleep, "
2040,FROM THE OTHER SIDE OF THE WORLD,And bring me back my day. 
2041,FROM THE OTHER SIDE OF THE WORLD,"Christ placed his hand in mine and said, "
2042,FROM THE OTHER SIDE OF THE WORLD,"Come, little child, for thou art mine."" "
2043,FROM THE OTHER SIDE OF THE WORLD,"I kissed him', raising up my head, "
2044,FROM THE OTHER SIDE OF THE WORLD,"And whispered, ""Yea, Lord, I am thine."" "
2045,FROM THE OTHER SIDE OF THE WORLD,We wandered through white clover-flowers 
2046,FROM THE OTHER SIDE OF THE WORLD,Beside a murmuring brook all day; 
2047,FROM THE OTHER SIDE OF THE WORLD,When night led back the dream-tide hours 
2048,FROM THE OTHER SIDE OF THE WORLD,Within his shepherd arms I lay. 
2049,FROM THE OTHER SIDE OF THE WORLD,"Older I grew, until at last "
2050,FROM THE OTHER SIDE OF THE WORLD,Unto a clanging town we came; 
2051,FROM THE OTHER SIDE OF THE WORLD,"Christ wept for me, but in I passed "
2052,FROM THE OTHER SIDE OF THE WORLD,"Alone. It was the town of Fame, "
2053,FROM THE OTHER SIDE OF THE WORLD,Wherein are lands of diverse name-- 
2054,FROM THE OTHER SIDE OF THE WORLD,"The Saffron East, the Purple West, "
2055,FROM THE OTHER SIDE OF THE WORLD,Whose walls enclose a Crimson Shame 
2056,FROM THE OTHER SIDE OF THE WORLD,But hold no Land of Quiet Rest. 
2057,FROM THE OTHER SIDE OF THE WORLD,"Weary I grew and sad, and lame, "
2058,FROM THE OTHER SIDE OF THE WORLD,"Until in scorn I heard one say, "
2059,FROM THE OTHER SIDE OF THE WORLD,How to the gate there seeking came 
2060,FROM THE OTHER SIDE OF THE WORLD,A wounded shepherd yesterday. 
2061,FROM THE OTHER SIDE OF THE WORLD,Painfully at the stroke of dawn 
2062,FROM THE OTHER SIDE OF THE WORLD,I to the open country crept; 
2063,FROM THE OTHER SIDE OF THE WORLD,And on a distant dewy lawn 
2064,FROM THE OTHER SIDE OF THE WORLD,"I found Christ, while the city slept. "
2065,FROM THE OTHER SIDE OF THE WORLD,"My crippled hands in his, I said, "
2066,FROM THE OTHER SIDE OF THE WORLD,"O Lord and art thou truly mine?"" "
2067,FROM THE OTHER SIDE OF THE WORLD,"Upon his breast he laid my head, "
2068,FROM THE OTHER SIDE OF THE WORLD,"Yea, little child, am I not thine?"" "
2069,FROM THE OTHER SIDE OF THE WORLD,"News, sent from far away, "
2070,FROM THE OTHER SIDE OF THE WORLD,"Came unto me to-day, "
2071,FROM THE OTHER SIDE OF THE WORLD,"Only these words to say, "
2072,FROM THE OTHER SIDE OF THE WORLD,"Lo, he is dead."" "
2073,FROM THE OTHER SIDE OF THE WORLD,"He, who to comfort me, "
2074,FROM THE OTHER SIDE OF THE WORLD,"Laughing right merrily, "
2075,FROM THE OTHER SIDE OF THE WORLD,"Said, ""Think, how glad we'll be "
2076,FROM THE OTHER SIDE OF THE WORLD,"When I return."" "
2077,FROM THE OTHER SIDE OF THE WORLD,"He, strumming out Hope's song "
2078,FROM THE OTHER SIDE OF THE WORLD,"Wending lone lands among, "
2079,FROM THE OTHER SIDE OF THE WORLD,Swept Life's harp overstrong-- 
2080,FROM THE OTHER SIDE OF THE WORLD,Felt the strings break. 
2081,FROM THE OTHER SIDE OF THE WORLD,"I shall return, you know,"" "
2082,FROM THE OTHER SIDE OF THE WORLD,So he spake long ago; 
2083,FROM THE OTHER SIDE OF THE WORLD,"How brave our love must grow,"" "
2084,FROM THE OTHER SIDE OF THE WORLD,Wrote a week since. 
2085,FROM THE OTHER SIDE OF THE WORLD,"Then news, from far away, "
2086,FROM THE OTHER SIDE OF THE WORLD,"Came unto me this day, "
2087,FROM THE OTHER SIDE OF THE WORLD,"Only these words to say, "
2088,FROM THE OTHER SIDE OF THE WORLD,"Lo, _he_ is dead."" "
2089,FROM THE OTHER SIDE OF THE WORLD,"""_The Terror by Night: the Arrow by Day: the Pestilence walking in Darkness: the Destruction wasting at Noonday._"" "
2090,FROM THE OTHER SIDE OF THE WORLD,"Thou Demon Fear, Assassin of Delight, "
2091,FROM THE OTHER SIDE OF THE WORLD,"Who makest impotent Man's royal might, "
2092,FROM THE OTHER SIDE OF THE WORLD,Turning to poverty his wealth of days 
2093,FROM THE OTHER SIDE OF THE WORLD,"With hushed pursuit of him in all his ways, "
2094,FROM THE OTHER SIDE OF THE WORLD,"Whence art thou come, from what dead land of "
2095,FROM THE OTHER SIDE OF THE WORLD,Night? 
2096,FROM THE OTHER SIDE OF THE WORLD,"Speak, only speak, occult, accursèd shade, "
2097,FROM THE OTHER SIDE OF THE WORLD,Who ne'er to human eyes hast yet displayed 
2098,FROM THE OTHER SIDE OF THE WORLD,"Thine awful shape; ah, could we only hear "
2099,FROM THE OTHER SIDE OF THE WORLD,"Thy thin, pale voice! Thy ghastly step draws "
2100,FROM THE OTHER SIDE OF THE WORLD,"near, "
2101,FROM THE OTHER SIDE OF THE WORLD,But bring not _thee_--therefore we grow afraid. 
2102,FROM THE OTHER SIDE OF THE WORLD,What things men fear they do not dare to say 
2103,FROM THE OTHER SIDE OF THE WORLD,"Lest, thus provoked, Fate should no more delay "
2104,FROM THE OTHER SIDE OF THE WORLD,But run on them and wreak those ills they dread: 
2105,FROM THE OTHER SIDE OF THE WORLD,"To Death we kneel, to God we bow the head; "
2106,FROM THE OTHER SIDE OF THE WORLD,Yet of our fears we have the most dismay. 
2107,FROM THE OTHER SIDE OF THE WORLD,"We fear our fears, but thee, Oh Fear, we hate, "
2108,FROM THE OTHER SIDE OF THE WORLD,For thou with all our sins art intimate 
2109,FROM THE OTHER SIDE OF THE WORLD,"As He who made us; crimes wrought long ago, "
2110,FROM THE OTHER SIDE OF THE WORLD,"Follies and half-faults, each one thou dost know "
2111,FROM THE OTHER SIDE OF THE WORLD,And dost avenge with rods deliberate. 
2112,FROM THE OTHER SIDE OF THE WORLD,"Ah, were this all, our lives might yet go well "
2113,FROM THE OTHER SIDE OF THE WORLD,"For, since we suffer here the pains of Hell, "
2114,FROM THE OTHER SIDE OF THE WORLD,"Heav'n should be certain, Death--God's just "
2115,FROM THE OTHER SIDE OF THE WORLD,reprieve. 
2116,FROM THE OTHER SIDE OF THE WORLD,But thou with vain forebodings dost conceive 
2117,FROM THE OTHER SIDE OF THE WORLD,"To break our hearts, and turn us infidel. "
2118,FROM THE OTHER SIDE OF THE WORLD,"Oh for that silence, virgin of all sound, "
2119,FROM THE OTHER SIDE OF THE WORLD,"Vast, uncalamitous which did abound "
2120,FROM THE OTHER SIDE OF THE WORLD,"When Darkness, drooping from Eternity, "
2121,FROM THE OTHER SIDE OF THE WORLD,Trailed his slow pinions o'er Time's tideless 
2122,FROM THE OTHER SIDE OF THE WORLD,sea 
2123,FROM THE OTHER SIDE OF THE WORLD,Before Fear was called forth from underground. 
2124,FROM THE OTHER SIDE OF THE WORLD,"Then Quiet, from the Nothingness of Space, "
2125,FROM THE OTHER SIDE OF THE WORLD,"Gazed down on Chaos with untroubled face, "
2126,FROM THE OTHER SIDE OF THE WORLD,Such as babes have who enter Life still-born; 
2127,FROM THE OTHER SIDE OF THE WORLD,"For Evening Strife, nor Hurricane of Morn, "
2128,FROM THE OTHER SIDE OF THE WORLD,Had then perturbed God's wonted resting-place. 
2129,FROM THE OTHER SIDE OF THE WORLD,"Now, though through utterest lands we wend our "
2130,FROM THE OTHER SIDE OF THE WORLD,"way, "
2131,FROM THE OTHER SIDE OF THE WORLD,"We hear thy footstep, so we cannot stay; "
2132,FROM THE OTHER SIDE OF THE WORLD,"Yea, though we search out Peace in dreams by "
2133,FROM THE OTHER SIDE OF THE WORLD,"night, "
2134,FROM THE OTHER SIDE OF THE WORLD,"Too soon we know thee following our flight, "
2135,FROM THE OTHER SIDE OF THE WORLD,"And shrieking wake, and clamour for new-day. "
2136,FROM THE OTHER SIDE OF THE WORLD,Only Man's bygone days are truly sweet: 
2137,FROM THE OTHER SIDE OF THE WORLD,"_This day_ is darkened by _To-morrow's_ threat, "
2138,FROM THE OTHER SIDE OF THE WORLD,_To-morrow_ by the menace of  _To-day;_ 
2139,FROM THE OTHER SIDE OF THE WORLD,From out the Past is fled away for aye 
2140,FROM THE OTHER SIDE OF THE WORLD,The grinding doubt of possible defeat. 
2141,FROM THE OTHER SIDE OF THE WORLD,"Ah, were we wise, our lives 'tis thus we'd spend: "
2142,FROM THE OTHER SIDE OF THE WORLD,"Because the Past glides onward without end, "
2143,FROM THE OTHER SIDE OF THE WORLD,"Engulfing _our _To-day and _our_ Hereafter, "
2144,FROM THE OTHER SIDE OF THE WORLD,"We'd greet This Day, or Next, with careless "
2145,FROM THE OTHER SIDE OF THE WORLD,laughter 
2146,FROM THE OTHER SIDE OF THE WORLD,"As 'twere the Past, and so our fortunes mend. "
2147,FROM THE OTHER SIDE OF THE WORLD,"Too weak are we, too diligent in doubt, "
2148,FROM THE OTHER SIDE OF THE WORLD,This fiend with sage philosophy to flout; 
2149,FROM THE OTHER SIDE OF THE WORLD,"When all his lawful issue fail his need, "
2150,FROM THE OTHER SIDE OF THE WORLD,Fear doth with harlot Fancy quickly breed 
2151,FROM THE OTHER SIDE OF THE WORLD,"Frenzy, to put Tranquillity to rout. "
2152,FROM THE OTHER SIDE OF THE WORLD,"Nightly earth's infants, garret-roofs beneath, "
2153,FROM THE OTHER SIDE OF THE WORLD,"Wake shuddering and hark, with indrawn breath "
2154,FROM THE OTHER SIDE OF THE WORLD,"And small clenched hands and faces woe-begone, "
2155,FROM THE OTHER SIDE OF THE WORLD,Till through the creaking gloom there mounteth 
2156,FROM THE OTHER SIDE OF THE WORLD,one 
2157,FROM THE OTHER SIDE OF THE WORLD,Whom they in ignorance mistake for Death. 
2158,FROM THE OTHER SIDE OF THE WORLD,"Nor are we braver when we older grow, "
2159,FROM THE OTHER SIDE OF THE WORLD,"For still ""'Tis Death!"" we sob. ""'Tis Death! Ah "
2160,FROM THE OTHER SIDE OF THE WORLD,"woe, "
2161,FROM THE OTHER SIDE OF THE WORLD,"Deep woe, is me!"" whene'er thou drawest nigh: "
2162,FROM THE OTHER SIDE OF THE WORLD,"Therefore, Oh Fear, full many times men die "
2163,FROM THE OTHER SIDE OF THE WORLD,And Dissolution's torments undergo. 
2164,FROM THE OTHER SIDE OF THE WORLD,"Man, who was made in image like to God, "
2165,FROM THE OTHER SIDE OF THE WORLD,Whom angels tended wheresoe'er he trod 
2166,FROM THE OTHER SIDE OF THE WORLD,"With glad huzzas and harpings all the way, "
2167,FROM THE OTHER SIDE OF THE WORLD,"So that the untamed beasts allowed his sway, "
2168,FROM THE OTHER SIDE OF THE WORLD,Cringes a coward 'neath thine up-raised rod. 
2169,FROM THE OTHER SIDE OF THE WORLD,"Secret Chastiser of our secret heart, "
2170,FROM THE OTHER SIDE OF THE WORLD,"Speak, but this once, to tell us who thou art; "
2171,FROM THE OTHER SIDE OF THE WORLD,Whether the hound that runs before Death's 
2172,FROM THE OTHER SIDE OF THE WORLD,"feet, "
2173,FROM THE OTHER SIDE OF THE WORLD,"Discrowned Imagination in retreat, "
2174,FROM THE OTHER SIDE OF THE WORLD,"Or Echo, of our own flight the counterpart "
2175,FROM THE OTHER SIDE OF THE WORLD,"Like God, most silent ever thou dost keep. "
2176,FROM THE OTHER SIDE OF THE WORLD,"Thine eyes must be as God's, which never sleep "
2177,FROM THE OTHER SIDE OF THE WORLD,"But watch, aye watch, and know us all in all. "
2178,FROM THE OTHER SIDE OF THE WORLD,"Oh, can it be, that thou art but the call "
2179,FROM THE OTHER SIDE OF THE WORLD,"Of God, the Shepherd, guarding o'er His sheep? "
2180,ABANDON,ABANDON 
2181,ABANDON,Just to be true to one grand swift desire 
2182,ABANDON,Which shall all other furious faiths outpace; 
2183,ABANDON,To run with strength an uncontested race 
2184,ABANDON,"Till, knowing how the soul is catching fire "
2185,ABANDON,And generous flame is clambering through the 
2186,ABANDON,heart-- 
2187,ABANDON,"For Self, what though heroic, is not best-- "
2188,ABANDON,"I grasp my life and hurl it with the rest, "
2189,ABANDON,Joining myself to God--a puny part. 
2190,ABANDON,One holy thing to fail for--thus to die; 
2191,ABANDON,"To give men love, who knew before remorse; "
2192,ABANDON,"Then, meekly seek with Christ some scornful "
2193,ABANDON,"Cross, "
2194,ABANDON,But leave the world more kind in passing by-- 
2195,ABANDON,In piercing through the covering doth of night 
2196,ABANDON,"To lodge one star, and vanish strong in flight. "
2197,ABANDON,"Kiss me,"" she said, ""for I must die "
2198,ABANDON,"Ere any star his flight hath ta'en, "
2199,ABANDON,And cold and unperturbed shall lie 
2200,ABANDON,When Night doth pace our earth again. 
2201,ABANDON,"And thou, dear love, if thou should'st weep, "
2202,ABANDON,"And if thy heart with anguish break, "
2203,ABANDON,From sweet sad dreams thy solace take 
2204,ABANDON,And lose thy pain in painless sleep. 
2205,ABANDON,"Kiss me, dear love, for I must die "
2206,ABANDON,"And cold and unperturbed shall lie."" "
2207,ABANDON,"Kiss me, dear friend, for now I feel "
2208,ABANDON,That thou art as a glimpse of God; 
2209,ABANDON,More tender passions through me steal 
2210,ABANDON,Than when this wayward world I trod. 
2211,ABANDON,"Lie still, dear heart, and do not speak-- "
2212,ABANDON,God would not stoop to such as me; 
2213,ABANDON,With silent mouth and noiselessly 
2214,ABANDON,I would my grave Creator seek. 
2215,ABANDON,"Kiss me, dear love, for now I feel "
2216,ABANDON,"More noble passions through me steal."" "
2217,ABANDON,"Kiss me, this last, for I must flee "
2218,ABANDON,"From all I loved and cherished here, "
2219,ABANDON,And now must go distressfully 
2220,ABANDON,"Bereft, in solitude and fear. "
2221,ABANDON,"But, when your eyes are closed in sleep, "
2222,ABANDON,I shall descend the starry steeps 
2223,ABANDON,Where Leon for her lover weeps 
2224,ABANDON,And tired hands have naught to reap. 
2225,ABANDON,"Kiss me, dear love, alone I flee "
2226,ABANDON,"To meet unknown Eternity."" "
2227,MAN'S BEGINNING,MAN'S BEGINNING 
2228,MAN'S BEGINNING,When God was young and wandered through the 
2229,MAN'S BEGINNING,skies 
2230,MAN'S BEGINNING,"Supreme and unadored, content to be "
2231,MAN'S BEGINNING,"The only vessel on His starry sea, "
2232,MAN'S BEGINNING,He had no wish for sight of other eyes. 
2233,MAN'S BEGINNING,"But, as the years flew by, He older grew, "
2234,MAN'S BEGINNING,"And held less dear the loneliness He found, "
2235,MAN'S BEGINNING,When from some long-since reign He caught the 
2236,MAN'S BEGINNING,sound 
2237,MAN'S BEGINNING,"Of play-mate deities, whom once He knew. "
2238,MAN'S BEGINNING,Half-heedlessly He stooped toward a star 
2239,MAN'S BEGINNING,"And kissed its silver lips, when forth there came "
2240,MAN'S BEGINNING,"A little god, in speech like to those same "
2241,MAN'S BEGINNING,Dear children whom in sleep He heard afar. 
2242,MAN'S BEGINNING,"The Father God pulsated through His heart, "
2243,MAN'S BEGINNING,"He cried, ""O Child, my little son thou art."" "
2244,LOVE AT LAST,LOVE AT LAST 
2245,LOVE AT LAST,When I have looked upon Thy face 
2246,LOVE AT LAST,I hear a wandering discontent 
2247,LOVE AT LAST,"Wail through my living, and retrace "
2248,LOVE AT LAST,The leaf-strewn paths my feet frequent. 
2249,LOVE AT LAST,Folly abode within a glade 
2250,LOVE AT LAST,"And saw my flight and, laughing, bade "
2251,LOVE AT LAST,"Me greet her lips and kiss her hair, "
2252,LOVE AT LAST,Till I was fain to kiss her there. 
2253,LOVE AT LAST,"But Thou art sad and dost not speak, "
2254,LOVE AT LAST,So sad and sorrowful art Thou; 
2255,LOVE AT LAST,"Thine eyes are scarred, my eyes they seek, "
2256,LOVE AT LAST,And cruel marks have marred Thy brow. 
2257,LOVE AT LAST,"Pleasure laid hands on me and mine, "
2258,LOVE AT LAST,"She crowned my head with tangled vine, "
2259,LOVE AT LAST,Her arms about my neck lay bare; 
2260,LOVE AT LAST,I was constrained to kiss her there. 
2261,LOVE AT LAST,"Yea, Thou hast suffered. This I tell "
2262,LOVE AT LAST,By those long wound-prints in Thy hands; 
2263,LOVE AT LAST,"Mankind has never used Thee well, "
2264,LOVE AT LAST,"And loves not Thee, nor Thy commands. "
2265,LOVE AT LAST,Bitterness found me desolate 
2266,LOVE AT LAST,And kissed me with the breath of hate; 
2267,LOVE AT LAST,"Since Folly fled, she bade me wear "
2268,LOVE AT LAST,Her angry scarlet in my hair. 
2269,LOVE AT LAST,"Now, as I look into Thy face, "
2270,LOVE AT LAST,"Despised and battered though it be, "
2271,LOVE AT LAST,"Visage of scorn in every place, "
2272,LOVE AT LAST,I know that I belong to Thee. 
2273,LOVE AT LAST,Worthless these lips to give the kiss-- 
2274,LOVE AT LAST,"And yet I dare, recalling this, "
2275,LOVE AT LAST,When Life's last lovers left me bare 
2276,LOVE AT LAST,Thy patient face was constant there. 
2277,THE MIRROR OF THOUGHT,THE MIRROR OF THOUGHT 
2278,THE MIRROR OF THOUGHT,When earnest-eyed we conversed through the 
2279,THE MIRROR OF THOUGHT,"night, "
2280,THE MIRROR OF THOUGHT,"Recalled past pleasure, followed up the hour "
2281,THE MIRROR OF THOUGHT,With plaintive music--sad memorial flower 
2282,THE MIRROR OF THOUGHT,Of melancholy and of old delight-- 
2283,THE MIRROR OF THOUGHT,Rode bold as Taillefer with tossing brand 
2284,THE MIRROR OF THOUGHT,"Across the hills of fancy, chanting strains "
2285,THE MIRROR OF THOUGHT,"Of ancient chivalry, while loud refrains "
2286,THE MIRROR OF THOUGHT,"Rumbled responsive through our faery band, "
2287,THE MIRROR OF THOUGHT,"Then Courage kindled Courage, making gay "
2288,THE MIRROR OF THOUGHT,"Carnage and conflict, poverty and fear; "
2289,THE MIRROR OF THOUGHT,"The path to glory golden did appear, "
2290,THE MIRROR OF THOUGHT,And I was brave to wend it any day. 
2291,THE MIRROR OF THOUGHT,"A far-blown cry of love and minstrelsy, "
2292,THE MIRROR OF THOUGHT,Revealed to me myself as I would be. 
2293,I'M SORRY,I'M SORRY 
2294,I'M SORRY,"I'm sorry, dear-- "
2295,I'M SORRY,But I did not know 
2296,I'M SORRY,"That behind your eyes, "
2297,I'M SORRY,Where the joy-fields grow 
2298,I'M SORRY,"And dance to the joy of dancing skies, "
2299,I'M SORRY,There were forests where graver flowers rise; 
2300,I'M SORRY,"Weighted with shadow, "
2301,I'M SORRY,They stand tiptoe: 
2302,I'M SORRY,"So I'm sorry, dear-- "
2303,I'M SORRY,I did not know. 
2304,I'M SORRY,"I'm sorry, dear. "
2305,I'M SORRY,As we older grow 
2306,I'M SORRY,"There will come a day, "
2307,I'M SORRY,"May its feet move slow, "
2308,I'M SORRY,"When we, where the life-fields fade to gray "
2309,I'M SORRY,"And the skies dance not, shall have naught to say, "
2310,I'M SORRY,"Met by a Shadow, "
2311,I'M SORRY,"In voices low, "
2312,I'M SORRY,"But, ""I'm sorry, God-- "
2313,I'M SORRY,"I did not know."" "
2314,DREAMLAND LOVE,DREAMLAND LOVE 
2315,DREAMLAND LOVE,"Here in the Far Land of our own begetting, "
2316,DREAMLAND LOVE,"Crouched on the haunted cliff begirt by sea, "
2317,DREAMLAND LOVE,Hushed in the murmurous swell of dim waves 
2318,DREAMLAND LOVE,fretting 
2319,DREAMLAND LOVE,"Walls and sheer rocks which cradle you and me, "
2320,DREAMLAND LOVE,How shall we lisp of older worlds and cities? 
2321,DREAMLAND LOVE,How shall we sigh for newer worlds to be? 
2322,DREAMLAND LOVE,"Naught here is left of moanings or of pities, "
2323,DREAMLAND LOVE,Only the whispered silence of the sea. 
2324,DREAMLAND LOVE,"We had no stars to shine our curved prows hither, "
2325,DREAMLAND LOVE,"Nor had we moons to guide us fearlessly, "
2326,DREAMLAND LOVE,Only the age-long yearnings of the river 
2327,DREAMLAND LOVE,Bruised by steep banks and aching for the sea; 
2328,DREAMLAND LOVE,"Rivers whose tides grow tired of earthly lilies, "
2329,DREAMLAND LOVE,"Too full of splendour to last so long as we, "
2330,DREAMLAND LOVE,Rivers whose length-long craving and strong will is 
2331,DREAMLAND LOVE,"Once to see space, and then to cease to be. "
2332,DREAMLAND LOVE,"Hither we journeyed sunset-ways by water, "
2333,DREAMLAND LOVE,"I in my phantom keel of Poesy, "
2334,DREAMLAND LOVE,"You in Sleep's arms, of whom you are the daughter, "
2335,DREAMLAND LOVE,Till in my arms Sleep laid you noiselessly. 
2336,DREAMLAND LOVE,Down through the dusk our dreamland barque 
2337,DREAMLAND LOVE,"drove gleaming, "
2338,DREAMLAND LOVE,"Under gray sails, through gradual groves of sea, "
2339,DREAMLAND LOVE,"Till from your eyes I saw the love-light streaming, "
2340,DREAMLAND LOVE,And gave the kiss which set your spirit free. 
2341,DREAMLAND LOVE,All the fair glories of our first beginnings 
2342,DREAMLAND LOVE,We did forsake to gain this quiet place; 
2343,DREAMLAND LOVE,"Passions we left, and fears, and youthful sinnings; "
2344,DREAMLAND LOVE,"Virtues we left, and early signs of grace. "
2345,DREAMLAND LOVE,Dreamings we brought and beauty of the May- 
2346,DREAMLAND LOVE,"time, "
2347,DREAMLAND LOVE,All else we flung to where Time's whirlwinds race. 
2348,DREAMLAND LOVE,"Timeless are we in this our godlike play-time, "
2349,DREAMLAND LOVE,Since Sleep has led us gently face to face. 
2350,DREAMLAND LOVE,"Gray glide the mists around our ocean's edges, "
2351,DREAMLAND LOVE,"Gray grope the tides across the gray-paved sea, "
2352,DREAMLAND LOVE,"Gray clings the foam about our granite ledges, "
2353,DREAMLAND LOVE,"Naught, naught remains to safeguard you from "
2354,DREAMLAND LOVE,me. 
2355,DREAMLAND LOVE,"These axe the souls who watch us at our dreaming, "
2356,DREAMLAND LOVE,"Spirits of mist, of spray-dashed crag and sea; "
2357,DREAMLAND LOVE,"All, all is hushed, save your gray eyes deep gleaming, "
2358,DREAMLAND LOVE,Eyes of veiled flame in caves of mystery. 
2359,DREAMLAND LOVE,"Like frozen stars, we watched each other's shining, "
2360,DREAMLAND LOVE,"Wondered with pain if any time might be, "
2361,DREAMLAND LOVE,"When we should lean beyond our own divining, "
2362,DREAMLAND LOVE,"Touching the lips of others such as we, "
2363,DREAMLAND LOVE,"Till I grew faint within my lonely heaven, "
2364,DREAMLAND LOVE,Sank through the cloudland stretched twixt you 
2365,DREAMLAND LOVE,"and me, "
2366,DREAMLAND LOVE,Plunged through the thunder where firmaments 
2367,DREAMLAND LOVE,"rocked riven, "
2368,DREAMLAND LOVE,So gave the kiss which set your spirit free. 
2369,DREAMLAND LOVE,"We must go hence, when flames the tyrant morning, "
2370,DREAMLAND LOVE,We shall go hence at breaking of new day; 
2371,DREAMLAND LOVE,"We, like the stars strange midnight lands adorning, "
2372,DREAMLAND LOVE,"We must go hence, steal separately away. "
2373,DREAMLAND LOVE,"Yet, like the stars, perchance we may glide burning "
2374,DREAMLAND LOVE,When round the earth the skies are growing gray; 
2375,DREAMLAND LOVE,"We to our haunted cliff may sail returning, "
2376,DREAMLAND LOVE,Nearing the crags where yesternight we lay. 
2377,DREAMLAND LOVE,Thus from the Far Land of our own begetting 
2378,DREAMLAND LOVE,"I must depart across Sleep's sundering sea, "
2379,DREAMLAND LOVE,"Throughout the Sim Land wander inly fretting, "
2380,DREAMLAND LOVE,Till night drifts back restoring you to me; 
2381,DREAMLAND LOVE,"Till through the dark I see Love's pennons streaming, "
2382,DREAMLAND LOVE,When you will kiss and set my spirit free; 
2383,DREAMLAND LOVE,Till through the dusk our dreamland barque drives 
2384,DREAMLAND LOVE,"gleaming, "
2385,DREAMLAND LOVE,"Under gray sails, through gradual groves of sea. "
2386,DREAMLAND LOVE,"End of Project Gutenberg's Florence On A Certain Night, by Coningsby Dawson "
